source_row,tweet,tweet_label,_label_norm,keyword,subjects_scored
6393421,"Pic 1: Indira Gandhi visits Mahakaleshwar Temple, Ujjain 
Pic 2: Sonia Gandhi visits Mahakaleshwar Temple, Ujjain 
Pic 3 : @RahulGandhi visits Mahakaleshwar Temple, Ujjain https://t.co/LzLUInJiY4",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5472}, {'text': 'pic', 'score': 0.4102}, {'text': 'visits', 'score': 0.3555}]"
1928646,"Mr @RahulGandhi : 

We had raised three questions .. 

1. Who authorised #Pegasus , which agency , which person coz we all know #Pegasus has to be bought by a govt as it is a weapon … 

2, Who are the victims? Against whom it was used? https://t.co/DFdFC8CY3y",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4487}, {'text': 'questions', 'score': 0.318}, {'text': 'weapon', 'score': 0.2537}]"
5469270,"Start of the Evening leg of Kerala #BharatJodoYatra LIVE
@RahulGandhi @RGWayanadOffice
@priyankagandhi @ashokgehlot51
@GovindDotasra @INCIndia
@INCRajasthan

https://t.co/jeSJQOSoPh",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6713}, {'text': 'evening', 'score': 0.4074}, {'text': 'leg', 'score': 0.3544}]"
8117338,"After getting disqualified from Lok Sabha membership, now @RahulGandhi gets notice of the Loksabha secretariat to vacate his government bungalow by 23rd April, 2023. https://t.co/tRqm1xynFP",Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4525}, {'text': 'bungalow', 'score': 0.3802}, {'text': 'disqualified', 'score': 0.1836}]"
2179228,"#Jharkhand CM Mr @HemantSorenJMM meets Congress President Mrs Sonia Gandhi and Mr @RahulGandhi at 10 Janpath , #Delhi today https://t.co/PezW98IboP",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4688}, {'text': 'meets', 'score': 0.4268}, {'text': 'congress', 'score': 0.3129}]"
2671894,"So @rahulgandhi was okay with his MP slapping a farmer for asking help him trace his bull...  This was proudly disclosed by MPs son on @sanjukta 's space. 

Shocking 🙏 @INCIndia",Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5018}, {'text': 'bull', 'score': 0.4461}, {'text': 'trace', 'score': 0.1886}]"
7552018,Historian Mr S. Irfan Habib joined Mr @RahulGandhi in Bharat Jodo Yatra today in #Punjab https://t.co/x5vwAz2M54,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5186}, {'text': 'joined', 'score': 0.2954}, {'text': 'historian', 'score': 0.1819}]"
2249377,"Pappu @RahulGandhi says,
Desh tab mazboot hota hai jab log bina darey bol sakey.

Abey ghonchu pehle tere BCM @OfficeofUT Aur Bete ko bina darey sunne bol.

Maine Aastin Ka Saanp Aur Saanp Ka Pilla Bola Toh 3 FIRs Aur Ek U/S 107 Chapter Proceeding Kar Di.

Pehle Sunne Ka Dum Lao!",Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5589}, {'text': 'abey', 'score': 0.3756}, {'text': 'tab', 'score': 0.2606}]"
154746,Congress leader Mr @RahulGandhi at #YuvaAkhroshRally in #Jaipur ... https://t.co/TzZNuO9Y3U,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.603}, {'text': 'rally', 'score': 0.5612}, {'text': 'congress', 'score': 0.3191}]"
7597771,Mr @RahulGandhi leaves from his residence for Parliament https://t.co/a73lQ1j4Ak,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.3476}, {'text': 'parliament', 'score': 0.2834}, {'text': 'leaves', 'score': 0.2179}]"
