original_author,year,opposition,other,ruling,polarity_yearly
RanvirShorey,2021.0,157,34,340,0.3682092555331992
RanvirShorey,2022.0,8,17,235,0.934156378600823
RanvirShorey,2023.0,2,1,23,0.84
RashmiDVS,2021.0,9,29,542,0.9673321234119783
RashmiDVS,2022.0,3,39,749,0.9920212765957447
RashmiDVS,2023.0,1,6,174,0.9885714285714285
RatanSharda55,2020.0,48,14,998,0.9082217973231358
RatanSharda55,2021.0,32,97,1092,0.9430604982206405
RatanSharda55,2022.0,11,18,549,0.9607142857142857
RatanSharda55,2023.0,9,1,168,0.8983050847457628
Rautparody61,2020.0,737,60,17,-0.9549071618037135
Rautparody61,2021.0,1777,881,25,-0.9722530521642619
Rautparody61,2022.0,2311,195,17,-0.9853951890034365
Rautparody61,2023.0,78,9,0,-1.0
Ravalkalpesh_s,2021.0,1508,1071,7,-0.9907590759075907
Ravalkalpesh_s,2022.0,2315,492,6,-0.994829814735028
Ravalkalpesh_s,2023.0,703,92,1,-0.9971590909090909
RavindraGautam_,2020.0,17,0,0,-1.0
RavindraGautam_,2021.0,105,17,3,-0.9444444444444444
RavindraGautam_,2022.0,51,14,4,-0.8545454545454545
RavindraGautam_,2023.0,9,0,2,-0.6363636363636364
RealHistoryPic,2020.0,245,11,1,-0.991869918699187
RealHistoryPic,2021.0,323,39,4,-0.9755351681957186
RealHistoryPic,2022.0,15,3,0,-1.0
ReallySwara,2020.0,2893,120,47,-0.9680272108843537
ReallySwara,2021.0,4030,474,86,-0.9582118561710399
ReallySwara,2022.0,1271,233,16,-0.9751359751359752
ReallySwara,2023.0,433,56,16,-0.9287305122494433
Rekhta,2020.0,1127,148,247,-0.6404657933042213
Rekhta,2021.0,1008,151,57,-0.8929577464788733
Rekhta,2022.0,455,127,23,-0.9037656903765691
Rekhta,2023.0,23,5,2,-0.84
RenukaJain6,2020.0,12,18,363,0.936
RenukaJain6,2021.0,8,17,437,0.9640449438202248
RenukaJain6,2022.0,2,33,133,0.9703703703703703
RenukaJain6,2023.0,2,20,20,0.8181818181818182
Republic_Bharat,2020.0,97,361,4980,0.9617884577506401
Republic_Bharat,2021.0,196,522,3967,0.9058371366802787
Republic_Bharat,2022.0,188,126,1748,0.8057851239669421
Republic_Bharat,2023.0,63,62,942,0.8746268656716418
Reuters,2020.0,381,37,187,-0.3415492957746479
Reuters,2021.0,920,84,176,-0.6788321167883211
Reuters,2022.0,435,30,141,-0.5104166666666666
Reuters,2023.0,138,11,50,-0.46808510638297873
RichaChadha,2020.0,392,14,8,-0.96
RichaChadha,2021.0,1102,74,19,-0.9661016949152542
RichaChadha,2022.0,197,30,6,-0.9408866995073891
RichaChadha,2023.0,16,0,5,-0.5238095238095238
Riteishd,2020.0,1035,109,110,-0.8078602620087336
Riteishd,2021.0,479,45,29,-0.8858267716535433
Riteishd,2022.0,238,47,46,-0.676056338028169
Riteishd,2023.0,79,14,10,-0.7752808988764045
RituRathaur,2020.0,18,10,632,0.9446153846153846
RituRathaur,2021.0,13,19,1061,0.9757914338919925
RituRathaur,2022.0,8,26,515,0.9694072657743786
RituRathaur,2023.0,0,24,73,1.0
RoflGandhi_,2020.0,5436,341,170,-0.9393506956831966
RoflGandhi_,2021.0,12879,1951,399,-0.9399005874378672
RoflGandhi_,2022.0,9004,900,233,-0.9495507199307134
RoflGandhi_,2023.0,4197,438,90,-0.9580125962211337
RubikaLiyaquat,2020.0,542,156,3311,0.7186607838048275
RubikaLiyaquat,2021.0,707,432,4359,0.7208843268851165
RubikaLiyaquat,2022.0,374,331,3930,0.8262081784386617
RubikaLiyaquat,2023.0,100,114,930,0.8058252427184466
SChoudharyNews,2021.0,5115,841,71,-0.9726185885075203
SChoudharyNews,2022.0,410,100,2,-0.9902912621359223
SRiitu,2020.0,1391,83,0,-1.0
SRiitu,2021.0,2895,569,16,-0.9890072140158022
SRiitu,2022.0,937,36,4,-0.9914984059511158
SRiitu,2023.0,498,8,3,-0.9880239520958084
SVTMumbai,2020.0,50,258,787,0.8805256869772998
SVTMumbai,2021.0,4928,1995,10781,0.37258896174167677
SVTMumbai,2022.0,5878,1130,11230,0.3128361000701426
SVTMumbai,2023.0,1961,739,3672,0.3037457837741878
SaamanaOnline,2020.0,232,472,24,-0.8125
SaamanaOnline,2021.0,208,588,22,-0.808695652173913
SaamanaOnline,2022.0,510,1346,12,-0.9540229885057471
SaamanaOnline,2023.0,664,2507,3,-0.9910044977511244
SadhguruJV,2020.0,144,34,800,0.6949152542372882
SadhguruJV,2021.0,160,72,1708,0.828693790149893
SadhguruJV,2022.0,100,54,929,0.8056365403304179
SadhguruJV,2023.0,24,28,347,0.8706199460916442
SakalMediaNews,2020.0,73,25,45,-0.23728813559322035
SakalMediaNews,2021.0,113,54,141,0.11023622047244094
SakalMediaNews,2022.0,149,88,93,-0.23140495867768596
SakalMediaNews,2023.0,85,37,8,-0.8279569892473119
SaketGokhale,2020.0,10871,332,252,-0.9546884833228445
SaketGokhale,2021.0,11520,656,360,-0.9393939393939394
SaketGokhale,2022.0,1115,371,15,-0.9734513274336283
SaketGokhale,2023.0,567,95,8,-0.9721739130434782
SakshiMalik,2020.0,31,3,12,-0.4418604651162791
SakshiMalik,2021.0,3,2,22,0.76
SakshiMalik,2022.0,27,13,33,0.1
SakshiMalik,2023.0,2142,334,27,-0.975103734439834
Sanjay_Dixit,2020.0,15,16,794,0.9629171817058096
Sanjay_Dixit,2021.0,13,51,1062,0.9758139534883721
Sanjay_Dixit,2022.0,1,36,160,0.9875776397515528
Sanjay_Dixit,2023.0,2,11,93,0.9578947368421052
SanjeevSanskrit,2020.0,4,7,492,0.9838709677419355
SanjeevSanskrit,2021.0,3,57,665,0.9910179640718563
SanjeevSanskrit,2022.0,1,10,134,0.9851851851851852
SanjeevSanskrit,2023.0,1,0,7,0.75
SarkarnamaNews,2020.0,77,3,20,-0.5876288659793815
SarkarnamaNews,2021.0,233,77,155,-0.20103092783505155
SarkarnamaNews,2022.0,253,132,106,-0.40947075208913647
SarkarnamaNews,2023.0,118,55,17,-0.7481481481481481
Sassy_Hindu,2021.0,10,13,587,0.966499162479062
Sassy_Hindu,2022.0,7,14,831,0.9832935560859188
Sassy_Hindu,2023.0,1,6,79,0.975
Saurabh_Unmute,2020.0,314,11,10,-0.9382716049382716
Saurabh_Unmute,2021.0,861,75,29,-0.9348314606741573
Saurabh_Unmute,2022.0,460,73,22,-0.9087136929460581
Saurabh_Unmute,2023.0,141,21,3,-0.9583333333333334
Secretary_MoHUA,2020.0,17,4,228,0.8612244897959184
Secretary_MoHUA,2021.0,9,4,153,0.8888888888888888
Secretary_MoHUA,2022.0,3,7,47,0.88
Secretary_MoHUA,2023.0,0,1,28,1.0
ShamikaRavi,2020.0,131,18,531,0.6042296072507553
ShamikaRavi,2021.0,92,18,572,0.7228915662650602
ShamikaRavi,2022.0,3,8,105,0.9444444444444444
ShamikaRavi,2023.0,6,2,65,0.8309859154929577
Shanktan,2020.0,4,5,93,0.9175257731958762
Shanktan,2021.0,1,49,189,0.9894736842105263
Shanktan,2022.0,1,21,164,0.9878787878787879
Shanktan,2023.0,1,4,19,0.9
ShefVaidya,2020.0,235,281,7107,0.935984745301008
ShefVaidya,2021.0,195,548,11467,0.9665580517921454
ShefVaidya,2022.0,64,282,5322,0.9762346825102116
ShefVaidya,2023.0,27,54,1165,0.9546979865771812
Shehzad_Ind,2020.0,237,156,3948,0.8867383512544803
Shehzad_Ind,2021.0,476,685,10987,0.9169501875599756
Shehzad_Ind,2022.0,787,719,11560,0.8725196403984774
Shehzad_Ind,2023.0,247,542,3803,0.8780246913580247
ShekharGupta,2020.0,709,58,144,-0.6623681125439624
ShekharGupta,2021.0,682,66,187,-0.569620253164557
ShekharGupta,2022.0,176,25,91,-0.31835205992509363
ShekharGupta,2023.0,57,5,5,-0.8387096774193549
ShishirGoUP,2020.0,45,24,609,0.8623853211009175
ShishirGoUP,2021.0,32,150,833,0.9260115606936417
ShishirGoUP,2022.0,9,20,203,0.9150943396226415
ShishirGoUP,2023.0,3,3,59,0.9032258064516129
ShivAroor,2020.0,257,22,780,0.5043394406943105
ShivAroor,2021.0,332,98,1910,0.703835860838537
ShivAroor,2022.0,137,98,1048,0.7687763713080169
ShivAroor,2023.0,19,12,146,0.7696969696969697
ShivamdixitInd,2021.0,1,18,60,0.9672131147540983
ShivamdixitInd,2022.0,24,381,1829,0.9740960604425256
ShivamdixitInd,2023.0,20,128,660,0.9411764705882353
ShivaniV2901,2020.0,113,60,77,-0.18947368421052632
ShivaniV2901,2021.0,3000,1593,52,-0.9659239842726082
ShivaniV2901,2022.0,2496,334,12,-0.9904306220095693
ShivaniV2901,2023.0,405,99,1,-0.9950738916256158
ShriRamTeerth,2020.0,79,127,2736,0.9438721136767317
ShriRamTeerth,2021.0,101,304,2885,0.9323509711989283
ShriRamTeerth,2022.0,50,261,1965,0.9503722084367245
ShriRamTeerth,2023.0,54,177,1074,0.9042553191489362
ShyamMeeraSingh,2020.0,54,2,0,-1.0
ShyamMeeraSingh,2021.0,4042,1053,326,-0.8507326007326007
ShyamMeeraSingh,2022.0,8510,1514,343,-0.92251214277646
ShyamMeeraSingh,2023.0,2972,590,76,-0.9501312335958005
ShyamRangeela,2020.0,288,10,9,-0.9393939393939394
ShyamRangeela,2021.0,1381,176,53,-0.9260808926080892
ShyamRangeela,2022.0,619,93,10,-0.9682034976152624
ShyamRangeela,2023.0,16,4,0,-1.0
Sidbakaria,2020.0,14,20,887,0.9689234184239733
Sidbakaria,2021.0,10,136,1168,0.9830220713073005
Sidbakaria,2022.0,8,22,284,0.9452054794520548
SinghPramod2784,2020.0,5,2,192,0.949238578680203
SinghPramod2784,2021.0,6,10,663,0.9820627802690582
SinghPramod2784,2022.0,7,27,527,0.9737827715355806
SinghPramod2784,2023.0,4,11,194,0.9595959595959596
SirRavishFC,2020.0,1138,54,58,-0.903010033444816
SirRavishFC,2021.0,921,177,80,-0.8401598401598401
SirRavishFC,2022.0,590,30,13,-0.956882255389718
SirRavishFC,2023.0,285,16,2,-0.9860627177700348
SonuSood,2020.0,3404,307,2186,-0.2178890876565295
SonuSood,2021.0,7430,839,1521,-0.6601497039436934
SonuSood,2022.0,1367,174,109,-0.8523035230352304
SonuSood,2023.0,156,34,74,-0.3565217391304348
Spoof_Junkey,2020.0,5,19,204,0.9521531100478469
Spoof_Junkey,2021.0,4,33,717,0.9889042995839112
Spoof_Junkey,2022.0,6,41,643,0.9815100154083205
Spoof_Junkey,2023.0,3,70,182,0.9675675675675676
SrBachchan,2020.0,558,84,1518,0.4624277456647399
SrBachchan,2021.0,300,70,730,0.4174757281553398
SrBachchan,2022.0,169,17,404,0.41012216404886565
SrBachchan,2023.0,51,22,102,0.3333333333333333
SreenivasanJain,2020.0,617,20,15,-0.9525316455696202
SreenivasanJain,2021.0,654,73,23,-0.9320531757754801
SreenivasanJain,2022.0,133,8,1,-0.9850746268656716
SreenivasanJain,2023.0,12,0,0,-1.0
Starboy2079,2022.0,4,35,529,0.9849906191369606
Starboy2079,2023.0,90,70,611,0.7432239657631954
SubuhiKhan01,2020.0,21,11,227,0.8306451612903226
SubuhiKhan01,2021.0,10,19,231,0.91701244813278
SubuhiKhan01,2022.0,10,22,323,0.93993993993994
SubuhiKhan01,2023.0,3,12,131,0.9552238805970149
SudarshanNewsTV,2020.0,75,156,2704,0.946023749550198
SudarshanNewsTV,2021.0,59,801,5906,0.9802179379715004
SudarshanNewsTV,2022.0,51,831,5482,0.9815651545273811
SudarshanNewsTV,2023.0,20,298,2926,0.9864222674813307
SudheenKulkarni,2020.0,326,29,11,-0.9347181008902077
SudheenKulkarni,2021.0,381,35,4,-0.9792207792207792
SudheenKulkarni,2022.0,229,12,4,-0.9656652360515021
SudheenKulkarni,2023.0,134,15,3,-0.9562043795620438
Sudhir_mish,2022.0,114,438,2626,0.9167883211678832
Sudhir_mish,2023.0,137,579,4154,0.9361454206478677
Suhelseth,2020.0,60,23,649,0.8307475317348378
Suhelseth,2021.0,163,76,833,0.6726907630522089
Suhelseth,2022.0,18,30,335,0.8980169971671388
Suhelseth,2023.0,3,5,58,0.9016393442622951
SunainaHoley,2020.0,31,22,1239,0.9511811023622048
SunainaHoley,2021.0,156,199,3561,0.9160613397901534
SunainaHoley,2022.0,131,110,2370,0.8952419032387046
SunainaHoley,2023.0,75,90,867,0.8407643312101911
SunilAmbekarM,2020.0,142,82,2171,0.8772157371379161
SunilAmbekarM,2021.0,50,100,863,0.8904709748083242
SunilAmbekarM,2022.0,5,15,104,0.908256880733945
SunilAmbekarM,2023.0,14,33,194,0.8653846153846154
Supriya23bh,2020.0,19083,1363,21,-0.9978015075376885
Supriya23bh,2021.0,21284,2465,35,-0.9967165439279516
Supriya23bh,2022.0,24309,3279,30,-0.9975348206582029
Supriya23bh,2023.0,6843,969,23,-0.9933003204194581
SureshChavhanke,2020.0,63,188,3480,0.9644369178662151
SureshChavhanke,2021.0,69,561,5543,0.9754098360655737
SureshChavhanke,2022.0,52,969,5389,0.9808858665686455
SureshChavhanke,2023.0,111,308,1572,0.8680926916221033
SurrbhiM,2020.0,1900,265,1,-0.9989479221462388
SurrbhiM,2021.0,10490,1858,12,-0.9977147210055227
SurrbhiM,2022.0,6324,415,24,-0.9924385633270322
SurrbhiM,2023.0,2109,158,12,-0.9886845827439887
SushantBSinha,2020.0,550,322,7137,0.8569012618706908
SushantBSinha,2021.0,404,754,10646,0.9268778280542986
SushantBSinha,2022.0,196,587,6492,0.9413875598086124
SushantBSinha,2023.0,57,231,2073,0.9464788732394366
SushantSin,2020.0,640,18,2,-0.9937694704049844
SushantSin,2021.0,1164,47,2,-0.9965694682675815
SushantSin,2022.0,762,20,1,-0.9973787680209698
SushantSin,2023.0,808,22,10,-0.9755501222493888
SwarajyaMag,2020.0,54,36,1033,0.9006439742410304
SwarajyaMag,2021.0,42,37,1134,0.9285714285714286
SwarajyaMag,2022.0,10,53,305,0.9365079365079365
SwarajyaMag,2023.0,3,1,73,0.9210526315789473
SwatiJaiHind,2020.0,1844,40,24,-0.974304068522484
SwatiJaiHind,2021.0,1401,74,37,-0.9485396383866481
SwatiJaiHind,2022.0,1308,100,66,-0.9039301310043668
SwatiJaiHind,2023.0,967,76,51,-0.899803536345776
SwatiSaxena1231,2020.0,284,7,0,-1.0
SwatiSaxena1231,2021.0,328,10,1,-0.993920972644377
SwatiSaxena1231,2022.0,444,10,0,-1.0
SwatiSaxena1231,2023.0,25,3,0,-1.0
SwetaSinghAT,2020.0,35,24,700,0.9047619047619048
SwetaSinghAT,2021.0,24,26,281,0.8426229508196721
SwetaSinghAT,2022.0,32,31,316,0.8160919540229885
SwetaSinghAT,2023.0,6,15,106,0.8928571428571429
TNNavbharat,2021.0,834,121,1066,0.12210526315789473
TNNavbharat,2022.0,904,356,2722,0.5013789299503585
TNNavbharat,2023.0,432,205,1640,0.583011583011583
TOIHyderabad,2020.0,598,9,52,-0.84
TOIHyderabad,2021.0,442,2,43,-0.822680412371134
TOIHyderabad,2022.0,128,6,115,-0.053497942386831275
TOIHyderabad,2023.0,65,7,19,-0.5476190476190477
TOIIndiaNews,2020.0,499,42,170,-0.49177877428998507
TOIIndiaNews,2021.0,744,76,335,-0.3790546802594995
TOIIndiaNews,2022.0,138,30,84,-0.24324324324324326
TOIIndiaNews,2023.0,33,6,19,-0.2692307692307692
TOIMumbai,2020.0,439,71,52,-0.7881873727087576
TOIMumbai,2021.0,677,155,212,-0.5230596175478065
TOIMumbai,2022.0,474,214,130,-0.5695364238410596
TOIMumbai,2023.0,62,31,41,-0.20388349514563106
TV9Bharatvarsh,2020.0,868,70,508,-0.2616279069767442
TV9Bharatvarsh,2021.0,801,263,1160,0.18306986231514533
TV9Bharatvarsh,2022.0,887,107,651,-0.15344603381014305
TV9Bharatvarsh,2023.0,769,130,393,-0.32358003442340794
TV9Marathi,2020.0,2397,873,1143,-0.35423728813559324
TV9Marathi,2021.0,3410,1269,1900,-0.2843691148775895
TV9Marathi,2022.0,1247,867,438,-0.4801186943620178
TV9Marathi,2023.0,275,129,57,-0.6566265060240963
TVMohandasPai,2020.0,25,28,912,0.9466382070437567
TVMohandasPai,2021.0,35,83,1465,0.9533333333333334
TVMohandasPai,2022.0,14,29,719,0.9618008185538881
TVMohandasPai,2023.0,20,11,277,0.8653198653198653
TarekFatah,2020.0,28,88,1819,0.9696805630752572
TarekFatah,2021.0,6,56,798,0.9850746268656716
TarekFatah,2022.0,8,53,668,0.9763313609467456
TarekFatah,2023.0,3,19,160,0.9631901840490797
TelanganaCMO,2020.0,3351,7,54,-0.9682819383259912
TelanganaCMO,2021.0,4135,148,28,-0.986548162382897
TelanganaCMO,2022.0,3573,290,29,-0.9838978345363687
TelanganaCMO,2023.0,545,1123,16,-0.9429590017825312
ThanthiTV,2020.0,1388,61,853,-0.23873270861222667
ThanthiTV,2021.0,2791,228,898,-0.5131471943616156
ThanthiTV,2022.0,2550,500,1039,-0.4210086375034829
ThanthiTV,2023.0,1229,334,803,-0.20964566929133857
TheAtulMishra,2020.0,3,2,51,0.8888888888888888
TheAtulMishra,2021.0,9,9,299,0.9415584415584416
TheAtulMishra,2022.0,2,21,173,0.9771428571428571
TheAtulMishra,2023.0,1,1,8,0.7777777777777778
TheDeepak2020In,2020.0,253,242,5036,0.9043297409718283
TheDeepak2020In,2021.0,215,839,6224,0.9332194440130455
TheDeepak2020In,2022.0,6,194,604,0.980327868852459
TheDeepak2020In,2023.0,0,66,43,1.0
TheDeshBhakt,2020.0,971,37,30,-0.9400599400599401
TheDeshBhakt,2021.0,769,35,20,-0.9493029150823827
TheDeshBhakt,2022.0,593,37,10,-0.966832504145937
TheDeshBhakt,2023.0,196,6,11,-0.893719806763285
TheHansIndiaWeb,2020.0,75,2,23,-0.5306122448979592
TheHansIndiaWeb,2021.0,40,0,25,-0.23076923076923078
TheHansIndiaWeb,2022.0,18,3,11,-0.2413793103448276
TheHansIndiaWeb,2023.0,21,1,3,-0.75
TheLallantop,2020.0,746,26,58,-0.8557213930348259
TheLallantop,2021.0,1385,151,152,-0.8022121014964216
TheLallantop,2022.0,599,101,65,-0.8042168674698795
TheLallantop,2023.0,453,54,43,-0.8266129032258065
TheMuslimsofIN,2020.0,39,1,1,-0.95
TheMuslimsofIN,2021.0,45,2,0,-1.0
TheMuslimsofIN,2022.0,6,0,0,-1.0
TheNewIndian_in,2021.0,159,16,206,0.12876712328767123
TheNewIndian_in,2022.0,242,41,219,-0.049891540130151846
TheNewIndian_in,2023.0,82,30,106,0.1276595744680851
ThePlacardGuy,2020.0,46,63,570,0.8506493506493507
ThePlacardGuy,2021.0,18,50,312,0.8909090909090909
ThePlacardGuy,2022.0,7,29,137,0.9027777777777778
ThePlacardGuy,2023.0,1,2,17,0.8888888888888888
ThePrintHindi,2020.0,189,2,22,-0.7914691943127962
ThePrintHindi,2021.0,344,37,18,-0.9005524861878453
ThePrintHindi,2022.0,212,34,21,-0.8197424892703863
ThePrintHindi,2023.0,51,7,2,-0.9245283018867925
ThePrintIndia,2020.0,331,30,93,-0.5613207547169812
ThePrintIndia,2021.0,880,79,75,-0.8429319371727748
ThePrintIndia,2022.0,317,40,158,-0.33473684210526317
ThePrintIndia,2023.0,167,14,33,-0.67
TheQuint,2020.0,927,44,51,-0.8957055214723927
TheQuint,2021.0,707,70,75,-0.8081841432225064
TheQuint,2022.0,532,49,60,-0.7972972972972973
TheQuint,2023.0,76,8,4,-0.9
TheSamirAbbas,2020.0,578,40,334,-0.2675438596491228
TheSamirAbbas,2021.0,917,143,527,-0.27008310249307477
TheSamirAbbas,2022.0,197,18,150,-0.13544668587896252
TheSamirAbbas,2023.0,38,5,18,-0.35714285714285715
The_Mooknayak,2021.0,111,26,4,-0.9304347826086956
The_Mooknayak,2022.0,580,122,36,-0.8831168831168831
The_Mooknayak,2023.0,779,201,91,-0.7908045977011494
TimesNow,2020.0,2787,373,6656,0.40972148681563064
TimesNow,2021.0,3906,713,7036,0.2860537378906964
TimesNow,2022.0,1671,653,4340,0.44401929795375145
TimesNow,2023.0,902,331,1582,0.27375201288244766
TransportDelhi,2020.0,14,0,0,-1.0
TransportDelhi,2021.0,90,1,0,-1.0
TransportDelhi,2022.0,150,2,1,-0.9867549668874173
TransportDelhi,2023.0,45,0,0,-1.0
TribalAffairsIn,2020.0,0,2,49,1.0
TribalAffairsIn,2021.0,1,3,330,0.9939577039274925
TribalAffairsIn,2022.0,7,8,369,0.9627659574468085
TribalAffairsIn,2023.0,7,9,136,0.9020979020979021
TribalArmy,2020.0,694,52,23,-0.9358437935843794
TribalArmy,2021.0,2197,211,128,-0.8898924731182796
TribalArmy,2022.0,1605,177,50,-0.9395770392749244
TribalArmy,2023.0,338,52,6,-0.9651162790697675
TrulyMonica,2020.0,7,8,219,0.9380530973451328
TrulyMonica,2021.0,39,40,1149,0.9343434343434344
TrulyMonica,2022.0,45,50,760,0.8881987577639752
TrulyMonica,2023.0,1,6,115,0.9827586206896551
TulsidasBhoite,2020.0,47,34,9,-0.6785714285714286
TulsidasBhoite,2021.0,11,5,0,-1.0
TulsidasBhoite,2022.0,40,27,2,-0.9047619047619048
TulsidasBhoite,2023.0,34,12,0,-1.0
TusharG,2020.0,242,8,0,-1.0
TusharG,2021.0,451,22,4,-0.9824175824175824
TusharG,2022.0,469,78,9,-0.9623430962343096
TusharG,2023.0,194,30,8,-0.9207920792079208
UNinIndia,2020.0,25,33,108,0.6240601503759399
UNinIndia,2021.0,18,8,55,0.5068493150684932
UNinIndia,2022.0,11,29,52,0.6507936507936508
UNinIndia,2023.0,3,1,2,-0.2
UPGovt,2020.0,259,32,3253,0.85250569476082
UPGovt,2021.0,331,150,5145,0.879108838568298
UPGovt,2022.0,53,319,2697,0.9614545454545455
UPGovt,2023.0,22,92,1270,0.9659442724458205
UPVidhansabha,2020.0,20,0,150,0.7647058823529411
UPVidhansabha,2021.0,49,7,187,0.5847457627118644
UPVidhansabha,2022.0,40,15,387,0.8126463700234192
UPVidhansabha,2023.0,6,7,78,0.8571428571428571
UdayMahurkar,2020.0,11,5,208,0.8995433789954338
UdayMahurkar,2021.0,16,38,411,0.9250585480093677
UdayMahurkar,2022.0,10,16,235,0.9183673469387755
UdayMahurkar,2023.0,10,11,220,0.9130434782608695
UnSubtleDesi,2020.0,157,86,2224,0.868122637547249
UnSubtleDesi,2021.0,136,86,3347,0.9219064025265575
UnSubtleDesi,2022.0,62,125,1912,0.9371833839918946
UnSubtleDesi,2023.0,36,65,690,0.9008264462809917
Uppolice,2020.0,77,16,417,0.6882591093117408
Uppolice,2021.0,316,51,932,0.4935897435897436
Uppolice,2022.0,153,59,710,0.645422943221321
Uppolice,2023.0,11,27,774,0.9719745222929936
UrmileshJ,2020.0,286,46,1,-0.9930313588850174
UrmileshJ,2021.0,529,38,2,-0.992467043314501
UrmileshJ,2022.0,275,25,2,-0.9855595667870036
UrmileshJ,2023.0,113,40,0,-1.0
UtkarshSingh_,2020.0,1318,32,58,-0.9156976744186046
UtkarshSingh_,2021.0,2335,169,87,-0.9281585466556564
UtkarshSingh_,2022.0,3552,481,415,-0.7907738845475171
UtkarshSingh_,2023.0,385,78,68,-0.6997792494481236
VHPDigital,2020.0,20,64,1274,0.9690880989180835
VHPDigital,2021.0,86,268,2609,0.9361781076066791
VHPDigital,2022.0,41,118,1320,0.9397501836884644
VHPDigital,2023.0,19,57,360,0.899736147757256
VPSecretariat,2020.0,222,244,6076,0.9295014290250874
VPSecretariat,2021.0,340,401,8176,0.9201503053076562
VPSecretariat,2022.0,295,196,4052,0.8642742121002991
VPSecretariat,2023.0,7,3,27,0.5882352941176471
Vakeel_Sb,2020.0,59,3,0,-1.0
Vakeel_Sb,2021.0,166,96,0,-1.0
Vakeel_Sb,2022.0,35,4,0,-1.0
Vakeel_Sb,2023.0,9,1,0,-1.0
VandanaSsingh,2020.0,372,0,4,-0.9787234042553191
VandanaSsingh,2021.0,505,10,9,-0.9649805447470817
VandanaSsingh,2022.0,294,5,1,-0.9932203389830508
VandanaSsingh,2023.0,104,7,1,-0.9809523809523809
VarunKrRana,2021.0,1,69,172,0.9884393063583815
VarunKrRana,2022.0,34,17,964,0.9318637274549099
VarunKrRana,2023.0,21,10,207,0.8157894736842105
VijayVst0502,2020.0,173,133,2821,0.884435537742151
VijayVst0502,2021.0,83,382,7628,0.9784723122811568
VijayVst0502,2022.0,34,134,2823,0.976198809940497
VijayVst0502,2023.0,0,16,123,1.0
VikasPronamo,2022.0,9,16,537,0.967032967032967
VikasSaraswat,2020.0,21,4,257,0.8489208633093526
VikasSaraswat,2021.0,22,29,531,0.9204339963833634
VikasSaraswat,2022.0,8,18,235,0.934156378600823
VikasSaraswat,2023.0,0,3,21,1.0
VinodSharmaView,2020.0,47,6,3,-0.88
VinodSharmaView,2021.0,323,28,8,-0.9516616314199395
VinodSharmaView,2022.0,472,51,13,-0.9463917525773196
VinodSharmaView,2023.0,151,11,3,-0.961038961038961
VishalDadlani,2020.0,816,22,8,-0.9805825242718447
VishalDadlani,2021.0,444,30,8,-0.9646017699115044
VishalDadlani,2022.0,222,28,4,-0.9646017699115044
VishalDadlani,2023.0,64,6,2,-0.9393939393939394
VisitJharkhand,2020.0,90,3,2,-0.9565217391304348
VisitJharkhand,2021.0,78,32,10,-0.7727272727272727
VisitJharkhand,2022.0,210,62,12,-0.8918918918918919
VisitJharkhand,2023.0,105,18,1,-0.9811320754716981
VlKASPR0NAM0,2022.0,3,16,767,0.9922077922077922
VlKASPR0NAM0,2023.0,4,45,753,0.9894319682959049
Voice_For_India,2020.0,12,18,620,0.9620253164556962
Voice_For_India,2021.0,7,70,443,0.9688888888888889
Voice_For_India,2022.0,15,32,524,0.9443413729128015
Voice_For_India,2023.0,4,23,113,0.9316239316239316
WIONews,2020.0,162,12,590,0.5691489361702128
WIONews,2021.0,81,35,987,0.848314606741573
WIONews,2022.0,37,140,300,0.7804154302670623
WIONews,2023.0,30,42,51,0.25925925925925924
WRICitiesIndia,2020.0,1,0,2,0.3333333333333333
WRICitiesIndia,2021.0,16,19,5,-0.5238095238095238
WRICitiesIndia,2022.0,15,41,0,-1.0
WRICitiesIndia,2023.0,0,0,1,1.0
WasimAkramTyagi,2020.0,749,17,4,-0.9893758300132802
WasimAkramTyagi,2021.0,926,311,1,-0.9978425026968716
WasimAkramTyagi,2022.0,1219,299,14,-0.9772911597729116
WasimAkramTyagi,2023.0,543,133,6,-0.9781420765027322
WasiuddinSiddi1,2020.0,3927,154,4,-0.9979648944288985
WasiuddinSiddi1,2021.0,9618,2810,24,-0.9950217797137524
WasiuddinSiddi1,2022.0,5921,1044,12,-0.9959548289229732
WasiuddinSiddi1,2023.0,2270,87,4,-0.9964819700967458
WeTheNagas,2020.0,10,2,17,0.25925925925925924
WeTheNagas,2021.0,56,9,47,-0.08737864077669903
WeTheNagas,2022.0,9,3,35,0.5909090909090909
WeTheNagas,2023.0,3,0,1,-0.5
WeUttarPradesh,2020.0,93,3,66,-0.16981132075471697
WeUttarPradesh,2021.0,490,68,348,-0.16945107398568018
WeUttarPradesh,2022.0,261,164,297,0.06451612903225806
WeUttarPradesh,2023.0,19,1,20,0.02564102564102564
WithCongress,2020.0,3296,140,5,-0.996970614965162
WithCongress,2021.0,10908,746,1,-0.9998166651388761
WithCongress,2022.0,7704,867,1,-0.999740428293316
WithCongress,2023.0,4804,125,3,-0.9987518202621177
XpressHyderabad,2020.0,140,6,24,-0.7073170731707317
XpressHyderabad,2021.0,152,8,53,-0.48292682926829267
XpressHyderabad,2022.0,270,7,99,-0.4634146341463415
XpressHyderabad,2023.0,70,10,27,-0.44329896907216493
YRDeshmukh,2020.0,44,9,429,0.813953488372093
YRDeshmukh,2021.0,64,9,386,0.7155555555555555
